310,20191229,20200110,20200105,21768,3578.00
346,20191229,20200110,20200105,28389,3400.00
346,20191229,20200110,20200105,25863,3400.00
336,20191229,20200110,20200105,14501,699.00
346,20191229,20200110,20200105,11003,3400.00
311,20191230,20200111,20200106,27645,3578.00
310,20191230,20200111,20200106,16624,3578.00
351,20191230,20200111,20200106,11005,3375.00
344,20191230,20200111,20200106,11011,3400.00
312,20191231,20200112,20200107,27621,3578.00
312,20191231,20200112,20200107,27616,3578.00
330,20191231,20200112,20200107,20042,699.00
313,20191231,20200112,20200107,16351,3578.00
314,20191231,20200112,20200107,16517,3578.00
314,20200101,20200113,20200108,27606,3578.00
311,20200101,20200113,20200108,13513,3578.00
310,20200102,20200114,20200109,27601,3578.00
311,20200102,20200114,20200109,13591,3578.00
314,20200102,20200114,20200109,16483,3578.00
311,20200102,20200114,20200109,16529,3578.00
336,20200102,20200114,20200109,25249,699.00
311,20200103,20200115,20200110,27668,3578.00
312,20200103,20200115,20200110,27612,3578.00
311,20200103,20200115,20200110,13264,3578.00
310,20200103,20200115,20200110,13590,3578.00
312,20200104,20200116,20200111,13581,3578.00
332,20200104,20200116,20200111,14520,699.00
311,20200104,20200116,20200111,16520,3578.00
311,20200105,20200117,20200112,13258,3578.00
332,20200105,20200117,20200112,14560,699.00
311,20200105,20200117,20200112,16607,3578.00
313,20200106,20200118,20200113,27666,3578.00
346,20200106,20200118,20200113,11238,3400.00
346,20200106,20200118,20200113,25861,3400.00
314,20200106,20200118,20200113,16629,3578.00
350,20200106,20200118,20200113,11025,3375.00
312,20200106,20200118,20200113,27577,3578.00
312,20200107,20200119,20200114,27604,3578.00
310,20200107,20200119,20200114,16522,3578.00
346,20200107,20200119,20200114,11002,3400.00
311,20200108,20200120,20200115,13261,3578.00
312,20200108,20200120,20200115,11606,3578.00
310,20200108,20200120,20200115,13563,3578.00
312,20200108,20200120,20200115,16527,3578.00
310,20200109,20200121,20200116,27671,3578.00
314,20200109,20200121,20200116,13576,3578.00
347,20200109,20200121,20200116,11007,3400.00
313,20200109,20200121,20200116,16631,3578.00
311,20200110,20200122,20200117,16514,3578.00
312,20200110,20200122,20200117,16616,3578.00
314,20200111,20200123,20200118,27623,3578.00
313,20200111,20200123,20200118,27625,3578.00
314,20200111,20200123,20200118,27636,3578.00
311,20200111,20200123,20200118,11591,3578.00
313,20200111,20200123,20200118,11592,3578.00
311,20200111,20200123,20200118,13265,3578.00
310,20200111,20200123,20200118,16482,3578.00
312,20200112,20200124,20200119,27617,3578.00
311,20200112,20200124,20200119,27670,3578.00
332,20200112,20200124,20200119,19941,699.00
350,20200112,20200124,20200119,11017,3375.00
310,20200113,20200125,20200120,27646,3578.00
310,20200113,20200125,20200120,13257,3578.00
314,20200113,20200125,20200120,16352,3578.00
310,20200113,20200125,20200120,16493,3578.00
314,20200114,20200126,20200121,27578,3578.00
313,20200114,20200126,20200121,16525,3578.00
310,20200114,20200126,20200121,16612,3578.00
346,20200114,20200126,20200121,11010,3400.00
313,20200115,20200127,20200122,16518,3578.00
350,20200115,20200127,20200122,11001,3375.00
312,20200116,20200128,20200123,27649,3578.00
312,20200116,20200128,20200123,21659,3578.00
312,20200116,20200128,20200123,27614,3578.00
330,20200116,20200128,20200123,14559,699.00
312,20200116,20200128,20200123,16524,3578.00
314,20200116,20200128,20200123,16526,3578.00
313,20200116,20200128,20200123,16348,3578.00
347,20200116,20200128,20200123,11027,3400.00
314,20200117,20200129,20200124,13260,3578.00
311,20200117,20200129,20200124,16515,3578.00
345,20200117,20200129,20200124,11018,3400.00
326,20200117,20200129,20200124,25252,699.00
311,20200118,20200130,20200125,11599,3578.00
312,20200118,20200130,20200125,16495,3578.00
312,20200118,20200130,20200125,16516,3578.00
312,20200118,20200130,20200125,16620,3578.00
310,20200119,20200131,20200126,27667,3578.00
311,20200119,20200131,20200126,11601,3578.00
311,20200119,20200131,20200126,11607,3578.00
344,20200119,20200131,20200126,29385,3400.00
351,20200119,20200131,20200126,11239,3375.00
351,20200119,20200131,20200126,25865,3375.00
344,20200119,20200131,20200126,25857,3400.00
314,20200119,20200131,20200126,16484,3578.00
312,20200119,20200131,20200126,16623,3578.00
344,20200119,20200131,20200126,11000,3400.00
347,20200119,20200131,20200126,11029,3400.00
312,20200120,20200201,20200127,27615,3578.00
342,20200120,20200201,20200127,17956,699.00
312,20200120,20200201,20200127,16345,3578.00
310,20200120,20200201,20200127,16521,3578.00
